StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,log_diffA1,answerA2,diffA2,log_diffA2,answerA3,diffA3,log_diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",6,"medium","M","M","M","WHAT_Ql",0.59,15.58,11.63,-1,250,"M","WHAT_Ql_M_M","M_M","4","44.176","1",-0.41000000000000003,-0.9023892033735776,"12",3.58,1.889473542531109,"8",3.630000000000001,1.9088129077395475,"Disagree",1,"4","4","4",0
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",6,"medium","E","H","E","WHAT_Qn",30.71,34.69,22.19,1,331,"E","WHAT_Qn_E_M","E_M","4","87.428","35",-4.289999999999999,2.142413437873741,"25",9.689999999999998,3.294988267691446,"11",11.190000000000001,3.5001646794921677,"Disagree",0,"4","4","4",1
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",9,"hard","H","E","E","WHAT_Ql",4.31,33.52,15.88,1,432,"E","WHAT_Ql_E_H","E_H","3","167.952","4",0.3099999999999996,-1.2009126939259978,"27",6.520000000000003,2.7322691995014505,"50",-34.12,5.097821455171133,"Disagree",0,"5","4","4",2
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHAT_Ql",27.33,78.73,27.33,1,273,"E","WHAT_Ql_E_E","E_E","4","66.826","28",-0.6700000000000017,-0.33097323449036625,"78",0.730000000000004,-0.22600367488882012,"26",1.3299999999999983,0.5410191531335575,"Disagree",0,"4","4","4",3
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",3,"easy","H","M","H","WHAT_Ql",5.15,20.17,38.19,1,352,"M","WHAT_Ql_M_E","M_E","4","105.588","3",2.1500000000000004,1.1858665453113342,"13",7.170000000000002,2.8669079781431663,"39",-0.8100000000000023,-0.09696172988708453,"Agree",1,"4","4","4",4
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",9,"hard","H","H","H","WHAT_Ql",1.93,21.24,16.73,1,445,"H","WHAT_Ql_H_H","H_H","4","51.499","3",-1.07,0.25701061820602394,"10",11.239999999999998,3.506525779043123,"16",0.7300000000000004,-0.2260036748888261,"Disagree",0,"4","4","4",5
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHAT_Qn",20.11,34.69,14.43,1,300,"E","WHAT_Qn_E_E","E_E","3","62.199","20",0.10999999999999943,-2.0892673380970908,"35",-0.3100000000000023,-1.2009126939259889,"13",1.4299999999999997,0.6369145803558776,"Neither agree nor disagree",0,"4","4","4",6
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",6,"medium","M","M","M","WHAT_Qn",67.35,64.01,33.72,1,385,"M","WHAT_Qn_M_M","M_M","4","94.24","66",1.3499999999999943,0.5607149544744734,"71",-6.989999999999995,2.8308637567517567,"26",7.719999999999999,2.9717734471933728,"Disagree",0,"4","4","4",7
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",6,"medium","E","H","E","WHAT_Ql",32.09,109.46,30.24,1,466,"H","WHAT_Ql_H_M","H_M","4","102.209","27",5.090000000000003,2.382667252745042,"80",29.459999999999994,4.886793989975289,"23",7.239999999999998,2.880685525261124,"Agree",1,"4","4","4",8
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHAT_Ql",10.28,78.73,31.54,-1,244,"E","WHAT_Ql_E_E","E_E","5","76.401","7",3.2799999999999994,1.7676547982373463,"78",0.730000000000004,-0.22600367488882012,"41",-9.46,3.260778431893426,"Disagree",1,"3","5","4",9
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",3,"easy","M","E","M","WHAT_Qn",63.33,64.01,11.04,1,325,"M","WHAT_Qn_M_E","M_E","4","59.524","74",-10.670000000000002,3.4322913382477807,"66",-1.9899999999999949,1.0806576633452216,"10",1.0399999999999991,0.22032995487955448,"Disagree",0,"3","2","3",10
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",8,"hard","M","M","M","WHAT_Qn",71.72,64.01,22.38,1,418,"M","WHAT_Qn_M_H","M_H","4","95.908","64",7.719999999999999,2.9717734471933728,"70",-5.989999999999995,2.612352498752661,"20",2.379999999999999,1.3248106034204832,"Agree",1,"3","2","3",11
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHAT_Qn",31.42,34.69,38.5,1,271,"E","WHAT_Qn_E_E","E_E","4","53.468","38",-6.579999999999998,2.745237332129749,"41",-6.310000000000002,2.6859401484459777,"35",3.5,1.857980995127572,"Disagree",0,"3","3","2",12
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",3,"easy","M","M","M","WHAT_Qn",75.46,64.01,19.18,1,354,"M","WHAT_Qn_M_E","M_E","3","70.922","70",5.459999999999994,2.4815572807085884,"70",-5.989999999999995,2.612352498752661,"15",4.18,2.1060132376221192,"Disagree",0,"3","2","4",13
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",6,"medium","E","H","E","WHAT_Qn",37.18,42.6,37.27,-1,439,"E","WHAT_Qn_E_M","E_M","4","87.877","40",-2.8200000000000003,1.5582676340557362,"45",-2.3999999999999986,1.3362833878644316,"33",4.270000000000003,2.1358631653686806,"Disagree",1,"2","2","3",14
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",6,"medium","H","M","H","WHAT_Qn",47.3,56.78,25.13,1,310,"H","WHAT_Qn_H_M","H_M","3","222.138","35",12.299999999999997,3.6351739466749233,"56",0.7800000000000011,-0.14401030269151752,"26",-0.870000000000001,-0.007231569231074415,"Disagree",0,"3","0","3",15
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",9,"hard","H","M","E","WHAT_Ql",9.21,40.19,14.11,1,391,"M","WHAT_Ql_M_H","M_H","4","127.668","12",-2.789999999999999,1.5434958834257713,"43",-2.8100000000000023,1.5533605033353286,"18",-3.8900000000000006,2.00539998774259,"Disagree",0,"3","3","3",16
